filename,title,date,url,digest
2003-09-25-e5ead,TAKING OBLIGATIONS SERIOUSLY,2003-09-25,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3669/TAKING-OBLIGATIONS-SERIOUSLY.aspx,e5eadfe51091799a649c7573d1e8e6b6f8277ad0
2011-03-30-cf3bc,"Remarks at Kangaroo Bus Lines Morning Tea, Morayfield",2011-03-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7957/Remarks-at-Kangaroo-Bus-Lines-Morning-Tea-Morayfield.aspx,cf3bc851aded85f58a9f457b41093397c520fe14
2011-08-19-6d6f2,"Address to Workers at Seeley International, Adelaide",2011-08-19,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8261/Address-to-Workers-at-Seeley-International-Adelaide.aspx,6d6f2813687383f8633c16859c118efee245b57a
2009-01-25-c6b8f,THE CALLING OF POLITICS,2009-01-25,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7040/THE-CALLING-OF-POLITICS.aspx,c6b8fd92fae440f48a939bc05b571462fe366ec6
2012-06-04-dc183,"Remarks at Her Majesty the Queen's Diamond Jubilee Beacon Lighting Ceremony, Parliament House, Canberra",2012-06-04,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8742/Remarks-at-Her-Majesty-the-Queens-Diamond-Jubilee-Beacon-Lighting-Ceremony-Parliament-House-Canberra.aspx,dc183a2a2ee39c8f74be66be985dcf5a537e5ef4
2003-10-10-f1cc5,NEW MEDICAL INDEMNITY ARRANGEMENTS,2003-10-10,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3552/NEW-MEDICAL-INDEMNITY-ARRANGEMENTS.aspx,f1cc555d9ac26bda7b632759eef5e4bd85b59bcc
2005-05-28-c6dec,THE VOCATION OF MEDICINE,2005-05-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3596/THE-VOCATION-OF-MEDICINE.aspx,c6dec82177247e58f048fd9e272922a4777f1dcc
2011-11-07-b4408,"Address to the Menzies Research Centre Manufacturing Industry Roundtable, Melbourne",2011-11-07,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8442/Address-to-the-Menzies-Research-Centre-Manufacturing-Industry-Roundtable-Melbourne.aspx,b4408a20704cfae4de89a8d3beccb0d26ea6d866
2011-09-12-47590,"First Reading Speech, Wild Rivers (Environmental Management) Bill 2011, Parliament House, Canberra",2011-09-12,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8309/First-Reading-Speech-Wild-Rivers-Environmental-Management-Bill-2011-Parliament-House-Canberra.aspx,47590cec45e8135115a609cfd3af4d131a235ff6
2005-12-15-e2870,AGAINST GREED,2005-12-15,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3589/AGAINST-GREED.aspx,e2870686305c47c93602aedf14cdf07fc5aff090
2011-11-11-e7854,"Remarks at the International Democrat Union Leaders Meeting, London",2011-11-11,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8447/Remarks-at-the-International-Democrat-Union-Leaders-Meeting-London.aspx,e7854bb144ed3762d1fad2200295d9077f0a5622
2012-08-25-c36f0,Address to Australian Liberal Party Tasmanian Division State Council,2012-08-25,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8865/Address-to-Australian-Liberal-Party-Tasmanian-Division-State-Council.aspx,c36f076b27143afdbb23cbb4814872498bd101c6
2011-09-23-312b2,"Address to the Australia Israel Chamber of Commerce Lunch, Melbourne",2011-09-23,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8345/Address-to-the-Australia-Israel-Chamber-of-Commerce-Lunch-Melbourne.aspx,312b2bfd7555ff590b553b53101473c191050fcc
2011-11-21-6feea,"Parliamentary Statement on Afghanistan, House of Representatives, Parliament House",2011-11-21,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8473/Parliamentary-Statement-on-Afghanistan-House-of-Representatives-Parliament-House.aspx,6feea1cff15be65b82ef8c35ca64fa1fff9dbbb3
2011-09-12-5c19e,"Address to the Australian Steel Convention 2011, Canberra",2011-09-12,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8310/Address-to-the-Australian-Steel-Convention-2011-Canberra.aspx,5c19e10eb4f969b054b490c72936b1350327664d
2010-09-18-4f0ef,"Address to Liberal Party NSW Division State Council Meeting, Sydney",2010-09-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7683/Address-to-Liberal-Party-NSW-Division-State-Council-Meeting-Sydney.aspx,4f0ef41c1f53d9d0ed14bba027206dbd523ca08a
2010-12-16-e7d32,"Address to the Japan Institute of International Affairs, Tokyo, Japan",2010-12-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7747/Address-to-the-Japan-Institute-of-International-Affairs-Tokyo-Japan.aspx,e7d32cc5630a43ce8784872d836672cfe72ccdeb
2008-05-01-6f102,WELFARE REFORM: A CONSERVATIVE APPROACH TO UNFINISHED BUSINESS,2008-05-01,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/6914/WELFARE-REFORM-A-CONSERVATIVE-APPROACH-TO-UNFINISHED-BUSINESS.aspx,6f10260054f97708b00bcad7bd1f387b1c5b1642
2011-05-04-794c0,"Address to the Victorian Employers' Chamber of Commerce and Industry, Industry House, Melbourne",2011-05-04,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8046/Address-to-the-Victorian-Employers-Chamber-of-Commerce-and-Industry-Industry-House-Melbourne.aspx,794c00e09d5b00362e55cb2bfc81a65e3ad91010
2008-10-30-3ed73,AUSTRALIAN FEDERALISM: RESCUE & REFORM CONFERENCE,2008-10-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7004/AUSTRALIAN-FEDERALISM-RESCUE-REFORM-CONFERENCE.aspx,3ed7388e58b75e3c889fbf65a84c796f72aa1ee5
2010-04-23-fd19c,Address to the Lowy Institute - National Security Fundamentals,2010-04-23,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7347/Address-to-the-Lowy-Institute--National-Security-Fundamentals.aspx,fd19c250107f5ca0b759c2e415db1a0019b3dbbb
2012-04-23-cb2c1,"Remarks at the launch of 'Roddy's Folly', Sydney University Law School",2012-04-23,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8690/Remarks-at-the-launch-of-Roddys-Folly-Sydney-University-Law-School.aspx,cb2c1ad5eeedcd1aa8cd63bbe8c6080094315a18
2010-05-27-5dd9c,"Paid Parental Leave Bill 2010, House of Representatives",2010-05-27,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7408/Paid-Parental-Leave-Bill-2010-House-of-Representatives.aspx,5dd9c672d5c36dac0bb1547a1a38fff806fef35d
2009-11-16-dd478,FORGOTTEN AUSTRALIANS SPEECH,2009-11-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7151/FORGOTTEN-AUSTRALIANS-SPEECH.aspx,dd478be9d3549fb773a7b31cc8cac1690a7029aa
2003-06-20-75720,SIR NORMAN COWPER LECTURE - RESPONSIBLE FEDERALISM,2003-06-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3561/SIR-NORMAN-COWPER-LECTURE--RESPONSIBLE-FEDERALISM.aspx,757204fb3ae5a13184dfe3d4996c0fb97f42363b
2009-08-14-1c7bd,WHAT'S RIGHT?,2009-08-14,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7096/WHATS-RIGHT.aspx,1c7bd1fba205e5074591fcfc55aa8881e4bb0daf
2012-07-18-2cc7c,"Address to the Heritage Foundation, Washington D.C.",2012-07-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8816/Address-to-the-Heritage-Foundation-Washington-DC.aspx,2cc7c630f158eecf2fae35d21f8f38663c5c6164
2010-09-29-905b9,Address to Parliament - Election of Speaker,2010-09-29,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7691/Address-to-Parliament--Election-of-Speaker.aspx,905b9fc20eae32e27212559a060d648bca6ab356
2011-02-07-32459,"Remarks to Shadow Ministry Meeting, Parliament House, Canberra",2011-02-07,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7832/Remarks-to-Shadow-Ministry-Meeting-Parliament-House-Canberra.aspx,32459219cf2894dbdaa879bfdd469de19227e14e
2010-11-22-7ae4a,Remarks to the Murray River Group of Councils and Greater Shepparton City Council Meeting,2010-11-22,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7721/Remarks-to-the-Murray-River-Group-of-Councils-and-Greater-Shepparton-City-Council-Meeting.aspx,7ae4a0f2bf25ff84321f587b4446db3d021e9abe
2011-01-29-247e8,"Address to the 2011 Federal Young Liberal Convention, Gold Coast",2011-01-29,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7803/Address-to-the-2011-Federal-Young-Liberal-Convention-Gold-Coast.aspx,247e8b69fe70678a6c4d3bee027c00a22f6d313a
2011-08-20-b9968,"Address to the South Australian Liberal Party State Council, Adelaide",2011-08-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8264/Address-to-the-South-Australian-Liberal-Party-State-Council-Adelaide.aspx,b99685d5804d5be4809755412f8951610a789885
2012-07-01-8637e,"Address to the 56th Federal Council of the Liberal Party of Australia, Melbourne",2012-07-01,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8792/Address-to-the-56th-Federal-Council-of-the-Liberal-Party-of-Australia-Melbourne.aspx,8637ede5dd4c7408807a35ef34fc27aabf0c9136
1999-12-17-57753,ENGINEERING THE END OF UNEMPLOYMENT,1999-12-17,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3689/ENGINEERING-THE-END-OF-UNEMPLOYMENT.aspx,57753b1da9dc9390235139abc6e576b2dca63e5d
2000-08-03-0f53a,MUTUAL OBLIGATION AND THE SOCIAL FABRIC,2000-08-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3673/MUTUAL-OBLIGATION-AND-THE-SOCIAL-FABRIC.aspx,0f53a53a52673d9937d5ba6483f693b95542a343
2011-10-10-55d85,"Remarks to Shadow Cabinet Meeting, Canberra",2011-10-10,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8378/Remarks-to-Shadow-Cabinet-Meeting-Canberra.aspx,55d85d8c26e95f9880786706862c72f93f48dcdf
2009-07-27-89848,A REALIST'S APPROACH TO CLIMATE CHANGE,2009-07-27,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7087/A-REALISTS-APPROACH-TO-CLIMATE-CHANGE.aspx,89848415bce7647dff8583b9924bc1b6aad0e72c
2011-05-28-adfb3,"Address to the Liberal Party, Victorian Division State Council, Melbourne 28-05",2011-05-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8099/Address-to-the-Liberal-Party-Victorian-Division-State-Council-Melbourne-28-05.aspx,adfb316782b54aed57bc773f2a1ed0f1749f3069
2011-03-31-97630,"Address to the Chamber of Commerce and Industry Queensland, Brisbane",2011-03-31,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7963/Address-to-the-Chamber-of-Commerce-and-Industry-Queensland-Brisbane.aspx,97630c8fe9df0be9dc1666e420e0ba3f9dbe20fd
2010-05-13-269ec,"Address in Reply, Parliament House",2010-05-13,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7381/Address-in-Reply-Parliament-House.aspx,269ec1b13f8674abfd8c6ee2349a14d986076c02
2012-04-20-46901,"Landmark Speech - Address to the Australian Industry Group, Brisbane",2012-04-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8678/Landmark-Speech--Address-to-the-Australian-Industry-Group-Brisbane.aspx,4690120d57c5f41ce826025ebf1dffa28c1c9be7
2010-08-08-8718e,Address to the 2010 Federal Coalition Campaign Launch,2010-08-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7569/Address-to-the-2010-Federal-Coalition-Campaign-Launch.aspx,8718e664df059d1fcb6fe3b7e72da16e24dfe841
2011-07-13-6968a,"Remarks at the Melbourne Wholesale Fish Markets, West Melbourne",2011-07-13,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8195/Remarks-at-the-Melbourne-Wholesale-Fish-Markets-West-Melbourne.aspx,6968a1d9e5c56334176191df669ce42093bba2fc
2010-03-07-a05a1,Address to South Australian Liberal Party Campaign Launch,2010-03-07,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7290/Address-to-South-Australian-Liberal-Party-Campaign-Launch.aspx,a05a13079d938c0c02ce2b45dd6a607357a472d2
2006-11-03-09c1c,SPEECH NOTES FOR ADDRESS TO MELBOURNE INSTITUTE - THE HEALTH CARE AGREEMENTS – WHAT NEXT?,2006-11-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/4416/SPEECH-NOTES-FOR-ADDRESS-TO-MELBOURNE-INSTITUTE--THE-HEALTH-CARE-AGREEMENTS-WHAT-NEXT.aspx,09c1ca2eda6cd5811dbbf202e72efe852c195dc4
2008-01-29-51395,Speech Notes 2008 Young Liberals Convention - Renewing Our Sense of Mission,2008-01-29,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/6891/Speech-Notes-2008-Young-Liberals-Convention--Renewing-Our-Sense-of-Mission.aspx,513951b89f3b30bb8f3f57eec8f412ec916b0846
2001-09-07-fa632,LIBERAL BUSINESS,2001-09-07,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3718/LIBERAL-BUSINESS.aspx,fa63259388199e1b946f5f4d0dbbfcf83ab37a88
2010-03-08-95c6d,"Address to International Women's Day Function, Manly",2010-03-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7292/Address-to-International-Womens-Day-Function-Manly.aspx,95c6d61622701d788b5fe4fc87994c02dd242b83
2010-11-03-8ad26,"Address to Community Morning Tea, Woodside",2010-11-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7708/Address-to-Community-Morning-Tea-Woodside.aspx,8ad2661e0e56653ed2276c02a65b7de436027814
2012-07-02-3c463,"Address to a dinner in Honour of the President of the Republic of Indonesia, Darwin",2012-07-02,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8786/Address-to-a-dinner-in-Honour-of-the-President-of-the-Republic-of-Indonesia-Darwin.aspx,3c46393f7a1e26b18166f13d9e9c6c4cc908d21f
2002-08-08-077ed,OPERATORS VERSUS REPRESENTATIVES – THE STORY OF POLITICAL PARTIES IN THE MODERN ERA,2002-08-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3713/OPERATORS-VERSUS-REPRESENTATIVES-THE-STORY-OF-POLITICAL-PARTIES-IN-THE-MODERN-ERA.aspx,077edb0c3ed2b203bacdc9e700aa1ae293b4ffc3
2011-04-13-3cdd8,"Address to Higgins Community Morning Tea, Malvern",2011-04-13,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7996/Address-to-Higgins-Community-Morning-Tea-Malvern.aspx,3cdd812c862eb9a7c51fa40e797ff0c40ca6fc4f
2012-04-13-8bd2f,"Address to Pollie Pedal 2012, Carers Australia Presentation, Parliament House, Canberra",2012-04-13,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8669/Address-to-Pollie-Pedal-2012-Carers-Australia-Presentation-Parliament-House-Canberra.aspx,8bd2fae7687313d116573cce2c3cc691ef1c5862
1999-01-17-ca4fe,ADDRESS TO YOUNG LIBERALS - THE YEAR OF CONSTITUTIONAL VIAGRA,1999-01-17,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3695/ADDRESS-TO-YOUNG-LIBERALS--THE-YEAR-OF-CONSTITUTIONAL-VIAGRA.aspx,ca4fe706bf66c228b9464e0ad96db0107a7c99b0
2005-12-08-17f74,BETTER RECORDS MAKE BETTER DOCTORS,2005-12-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3597/BETTER-RECORDS-MAKE-BETTER-DOCTORS.aspx,17f74514aec38d5f8cd0ea2755ddade9d8eb908a
1999-08-03-dd537,SPEECH TO INTERNET WORLD 99 CONFERENCE - THE VIRTUAL LABOUR MARKET,1999-08-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3694/SPEECH-TO-INTERNET-WORLD-99-CONFERENCE--THE-VIRTUAL-LABOUR-MARKET.aspx,dd5376ae7cb68ecf4a7b0e16be5a9f540ad7bb85
2012-08-20-d38a4,"Address to the Association of Heads of Independent Schools of Australia and Independent Schools Council of Australia National Forum, Canberra",2012-08-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8854/Address-to-the-Association-of-Heads-of-Independent-Schools-of-Australia-and-Independent-Schools-Council-of-Australia-National-Forum-Canberra.aspx,d38a4085b265a42838b9e597029b70bc7543a6f2
2011-06-01-d67bf,"Matter of Public Importance, Parliament House, Canberra",2011-06-01,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8107/Matter-of-Public-Importance-Parliament-House-Canberra.aspx,d67bf9c03d73e8e038478271ded0ac81055cbfe2
2011-06-03-db6ac,"Address to the Menzies Research Centre Employment Participation Roundtable, Sydney",2011-06-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8114/Address-to-the-Menzies-Research-Centre-Employment-Participation-Roundtable-Sydney.aspx,db6ac2c0b5d868f2f2585052b3b7ee89db6225d1
2011-05-18-d8ecf,"Address to the Western Australian Liberal Party Post-Federal Budget Luncheon, Perth",2011-05-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8084/Address-to-the-Western-Australian-Liberal-Party-Post-Federal-Budget-Luncheon-Perth.aspx,d8ecf5a1fed21ccec4ce759b612f6931276080be
2012-07-13-f714e,"Address to the 2012 Liberal National Party Annual Convention, Brisbane",2012-07-13,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8815/Address-to-the-2012-Liberal-National-Party-Annual-Convention-Brisbane.aspx,f714ec16ad998b68a1b7cd6663fbc6543f621d9c
2010-05-14-5509c,"Address to the Millennium Forum, Westin Hotel, Sydney",2010-05-14,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7383/Address-to-the-Millennium-Forum-Westin-Hotel-Sydney.aspx,5509cfedb086939c9a491bf87d539a60c5331f94
2011-09-28-25e5f,"Remarks at Akubra Hats, Kempsey, New South Wales",2011-09-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8354/Remarks-at-Akubra-Hats-Kempsey-New-South-Wales.aspx,25e5fe6ad404a4d6dd4478e3f4be921cfe6b68d5
2002-05-09-31119,‘A NATIONAL WORKPLACE’,2002-05-09,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3680/A-NATIONAL-WORKPLACE.aspx,311190347caed095bb48593da3e0ecc7c66cee24
2003-12-04-81f4c,MATTERS OF PUBLIC IMPORTANCE: HOWARD GOVERNMENT - EDUCATION AND COMMUNITY SERVICES,2003-12-04,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3559/MATTERS-OF-PUBLIC-IMPORTANCE-HOWARD-GOVERNMENT--EDUCATION-AND-COMMUNITY-SERVICES.aspx,81f4c01d2eb2af639e4448ada028453201b9ab04
2002-12-16-a3f1a,IPA STUDY LAUNCH,2002-12-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3706/IPA-STUDY-LAUNCH.aspx,a3f1a7cb22f20e3198b2639d5f4d93da1bde3baf
2006-09-03-12ee8,OPENING CEREMONY OF THE INTERNATIONAL CONFERENCE ON OBESITY 2006,2006-09-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/4106/OPENING-CEREMONY-OF-THE-INTERNATIONAL-CONFERENCE-ON-OBESITY-2006.aspx,12ee80941bf1f8de066d9dbc9be853784f221ba0
2005-08-06-a9245,THE TROUBLE WITH REFORM,2005-08-06,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3587/THE-TROUBLE-WITH-REFORM.aspx,a924541cd9c9756b71af31c9d511dd552f549855
2011-05-20-8df40,"Remarks with Dr. Ross Hearne at Kimberly-Clark, Ingleburn",2011-05-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8088/Remarks-with-Dr-Ross-Hearne-at-Kimberly-Clark-Ingleburn.aspx,8df4047a79305bf187318ac9436f465f10034c4b
2010-09-29-cc900,Response to Welcome to Country,2010-09-29,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7690/Response-to-Welcome-to-Country.aspx,cc900d629f63454ee71044622bc04353fea9b055
2010-02-12-ab0cd,"Address to the Queensland Chamber of Commerce and Industry, Brisbane",2010-02-12,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7267/Address-to-the-Queensland-Chamber-of-Commerce-and-Industry-Brisbane.aspx,ab0cd205c19bca0a8521816941ea583bda54a62a
2001-02-09-05eb2,"AUSTRALIAN INDUSTRIAL RELATIONS COMMISSION, MELBOURNE",2001-02-09,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3709/AUSTRALIAN-INDUSTRIAL-RELATIONS-COMMISSION-MELBOURNE.aspx,05eb26970054447c904180fe6487b8de89b96d85
2010-06-21-639c9,"Address to the Australian Christian Lobby, Old Parliament House",2010-06-21,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7435/Address-to-the-Australian-Christian-Lobby-Old-Parliament-House.aspx,639c958f39004cdd51160f06525bb956f56c11dd
2010-08-04-dae01,"Remarks at Norths League and Services Club, Brisbane",2010-08-04,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7553/Remarks-at-Norths-League-and-Services-Club-Brisbane.aspx,dae015b517947ad3e0aa0b9c2bfc9c1699581da7
2007-06-05-bb982,SPEECH TO THE SYDNEY INSTITUTE,2007-06-05,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/5636/SPEECH-TO-THE-SYDNEY-INSTITUTE.aspx,bb98208faee5cc13b9ce6099ad1518e3faff1ea5
2012-07-24-17bc1,"Address to AustCham Beijing, China",2012-07-24,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8818/Address-to-AustCham-Beijing-China.aspx,17bc1e4cce66a571ee97bd53de7e5c67964950eb
2002-09-25-6cd98,GRASS ROOTS CAPITALISM - CORPORATE LEADERS FOR INDIGENOUS EMPLOYMENT CONFERENCE,2002-09-25,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3701/GRASS-ROOTS-CAPITALISM--CORPORATE-LEADERS-FOR-INDIGENOUS-EMPLOYMENT-CONFERENCE.aspx,6cd987cd4207e7ee34dc8102d5e188736d83ee43
2005-02-25-31917,CEDA CONFERENCE,2005-02-25,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3590/CEDA-CONFERENCE.aspx,31917be635066d4d5eb06f7616424affe8667d66
2011-11-01-9bbe0,"Personal Explanation, House of Representatives, Parliament House",2011-11-01,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8427/Personal-Explanation-House-of-Representatives-Parliament-House.aspx,9bbe0e29a35b33e1655175ce293dc62d8762a8cd
2002-07-05-95fb3,"ADDRESS TO QUEENSLAND INDUSTRIAL RELATIONS SOCIETY, BRISBANE",2002-07-05,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3715/ADDRESS-TO-QUEENSLAND-INDUSTRIAL-RELATIONS-SOCIETY-BRISBANE.aspx,95fb372b5b4ac20a30e0c65fcd46954b7351f264
2007-10-09-19cc6,HEALTH POLICIES 2007: A RECORD VERSUS A WISH-LIST,2007-10-09,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/6809/HEALTH-POLICIES-2007-A-RECORD-VERSUS-A-WISH-LIST.aspx,19cc64a4a3965656cfe3efeb098a3528d6c912ab
2011-09-14-60628,"Second Reading Speech: Clean Energy Bills 2011, House of Representatives",2011-09-14,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8315/Second-Reading-Speech-Clean-Energy-Bills-2011-House-of-Representatives.aspx,606286b5f40b19011106d9823f0c8ea1df494680
2011-11-18-d5e5a,"Address to the Opposition Leader's Breakfast, Financial Services Council Political Series 2011, Sydney",2011-11-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8459/Address-to-the-Opposition-Leaders-Breakfast-Financial-Services-Council-Political-Series-2011-Sydney.aspx,d5e5a17470abb912a9a40dcc40e08c48b72834c6
2005-01-22-24e18,CONSERVATIVES NEED NOT BE SENTIMENTAL ABOUT THE STATES,2005-01-22,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3591/CONSERVATIVES-NEED-NOT-BE-SENTIMENTAL-ABOUT-THE-STATES.aspx,24e188b5a12b53a4f619efa9c34ba9af8a84ac57
2012-01-26-d621f,"Address to Inaugral National Emergency Medals Ceremony, Canberra",2012-01-26,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8542/Address-to-Inaugral-National-Emergency-Medals-Ceremony-Canberra.aspx,d621f1cf621aced96dd881613bdb6de6f441619d
2010-05-25-14cf5,Address to the Asialink Asia Society 2010 National Forum,2010-05-25,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7670/Address-to-the-Asialink-Asia-Society-2010-National-Forum.aspx,14cf5fa20361c07f05b0d893aca5c3f874cca775
